size_sqft,bedrooms,age_years,distance_km,has_garage,crime_index,school_rating,price_usd
2174,4,17.6,4.36,0,53.1,9.4,296439
403,1,14.0,2.2,0,40.6,6.2,132726
1207,2,9.7,14.84,1,34.9,5.5,200388
757,2,23.7,5.46,0,62.9,3.8,105360
1187,3,0.6,0.1,0,47.6,7.6,216226
1724,5,18.3,15.14,1,59.3,5.5,227033
1510,3,27.7,12.75,1,29.7,7.6,222904
1473,4,16.8,9.3,1,73.2,6.1,196423
1520,5,5.0,4.51,0,63.5,5.8,241747
1702,6,35.5,9.32,0,48.8,6.2,274993
1096,4,31.0,17.29,1,57.0,5.1,176156
1953,5,4.4,0.31,1,61.1,6.2,361604
1931,4,0.6,0.62,1,29.9,5.9,325337
1793,5,5.7,6.23,0,75.2,7.0,220218
1878,5,28.2,9.84,0,57.2,7.2,326823
1748,5,24.1,7.02,0,39.4,5.4,242833
2618,6,31.9,13.86,0,33.6,8.7,382807
1556,4,15.1,16.53,1,64.8,6.8,240298
1446,4,6.1,11.67,1,53.2,9.3,258046
1223,3,33.8,13.36,0,57.2,7.4,177037
1084,3,11.7,11.63,0,50.4,7.1,176677
978,2,22.8,10.06,0,35.0,6.3,115852
1156,2,0.0,2.24,0,57.6,7.9,264074
1565,5,11.5,3.83,1,47.0,7.1,289270
1767,6,35.1,1.89,1,49.7,8.3,300932
1626,4,9.3,9.11,1,85.7,9.4,315802
1217,2,32.2,11.39,1,63.0,5.9,147790
2050,5,0.0,1.3,1,63.9,7.9,364585
1970,5,11.6,10.44,1,90.8,7.9,293094
1520,5,17.4,4.75,0,55.8,7.7,262181
1274,2,46.1,3.58,1,51.8,6.4,199768
1874,5,2.5,6.25,1,39.8,6.4,251584
1694,4,30.1,3.28,1,43.2,6.1,230511
876,3,35.9,13.64,1,19.3,6.1,185414
1566,4,9.2,8.99,1,61.9,5.7,242950
1731,3,14.4,14.89,1,31.0,6.8,310803
1150,3,22.1,7.34,0,63.5,5.9,207096
1695,5,0.0,7.57,1,49.4,7.7,286931
873,2,13.2,21.24,1,51.9,7.1,130276
2268,6,39.1,0.26,0,49.4,7.3,383900
2224,5,27.8,17.71,1,70.8,6.6,366979
1474,3,17.6,19.93,0,68.1,7.1,195092
1782,5,21.7,14.59,1,49.6,6.6,312583
400,1,28.7,8.02,0,36.5,8.2,106040
1022,3,31.6,18.56,1,63.9,6.3,180799
1453,5,11.7,8.07,1,35.4,7.6,260546
1064,2,43.0,5.77,0,26.7,5.0,132268
1957,4,39.7,7.67,1,57.5,8.1,265997
2599,7,30.2,6.58,1,68.3,6.2,356418
1012,2,7.4,4.32,0,43.9,5.6,213655
1181,4,4.7,16.66,1,56.1,5.3,193463
1718,4,15.1,5.36,1,43.8,5.2,241521
2406,5,20.9,9.82,0,60.8,6.3,365671
989,3,0.0,1.34,0,66.4,9.2,181634
1725,4,27.4,10.18,0,46.1,6.0,231902
2511,7,39.3,3.06,0,34.6,3.7,412308
774,2,28.6,2.92,1,28.1,7.5,118175
959,3,9.9,9.34,1,63.9,5.3,170946
1388,4,8.1,16.34,0,33.0,8.2,208968
1340,3,24.5,12.64,0,55.6,6.4,173066
2006,4,17.7,13.05,1,61.7,6.6,258570
1721,5,26.6,9.22,0,42.5,8.8,273655
713,2,29.0,7.99,1,47.5,7.9,112392
1858,6,36.4,14.75,0,65.0,5.1,274417
1311,4,3.0,6.62,1,37.9,5.4,227610
2237,6,23.3,15.01,1,36.4,4.3,318499
1286,4,14.5,17.42,1,46.5,10.0,202482
1282,3,18.5,4.95,0,69.2,5.7,229727
1871,4,33.0,5.83,0,74.2,8.8,295272
1981,5,34.6,6.73,0,48.5,6.2,271199
1824,5,41.0,1.2,0,39.3,5.4,237560
757,2,26.4,7.18,1,66.0,7.0,87028
1869,5,18.3,17.81,1,25.0,6.5,314551
1083,3,16.2,3.73,0,53.7,8.2,211628
1718,4,0.0,17.95,0,49.3,8.2,288594
888,2,40.1,7.4,0,69.4,6.1,121105
1823,6,15.2,22.68,1,70.9,4.8,285816
1197,4,27.6,5.91,0,35.9,5.2,214716
959,2,30.2,9.14,0,52.5,3.6,124860
1957,5,1.3,4.54,0,41.4,6.6,302928
1721,4,6.1,5.87,0,45.6,7.0,247382
1293,3,43.2,18.03,1,59.3,5.3,183425
2326,6,24.4,12.85,1,45.0,5.1,355694
1380,5,11.3,16.17,1,52.9,7.0,220661
1616,4,18.1,2.11,1,64.4,6.1,254074
1734,5,36.3,13.93,1,72.7,6.7,250890
1290,2,34.0,4.17,1,54.3,6.4,217315
1836,4,0.0,1.98,0,51.8,7.4,261458
1333,4,44.5,11.43,0,33.4,6.2,164586
1394,4,34.5,11.37,1,73.8,6.3,182983
2281,2,17.7,10.32,1,57.4,4.2,301337
1080,3,2.1,14.31,1,52.0,6.9,194928
400,3,35.8,15.24,1,51.3,7.1,58340
2405,4,27.1,18.82,0,55.4,6.7,341451
2875,8,0.0,2.86,1,61.6,9.9,510262
1397,1,16.5,19.01,0,63.4,7.2,191134
632,2,66.9,21.29,0,74.2,6.8,86777
1445,4,20.2,7.8,1,53.6,7.7,218655
1457,2,8.9,0.1,0,76.3,10.0,217808
1505,4,4.9,1.7,0,65.9,7.4,263720
1043,4,46.6,7.23,1,49.1,3.7,157949
1890,5,32.7,22.08,1,25.0,7.6,256929
1862,5,41.1,10.1,1,51.3,5.7,309425
853,2,23.7,6.3,0,73.4,4.1,128032
1950,3,38.8,5.89,0,38.4,9.5,303446
2626,7,7.3,2.06,1,51.2,9.2,414708
1686,6,22.4,15.25,0,52.5,5.6,293696
1431,4,24.3,9.45,0,64.1,5.7,206541
1529,2,40.7,22.6,1,44.2,7.2,225980
1908,4,24.8,13.77,1,37.0,5.7,263791
735,1,10.6,14.98,1,58.6,6.8,125813
1682,3,21.0,8.55,0,38.8,5.9,256293
1405,4,0.0,3.45,1,22.5,6.4,304780
2524,7,0.0,4.76,1,77.6,4.9,381685
1513,3,32.5,1.78,1,63.9,8.2,248875
2434,7,14.4,15.46,0,78.3,8.8,379427
1048,3,16.1,7.69,1,63.1,6.8,146848
1894,4,32.5,15.72,1,60.2,6.9,216513
1760,4,41.0,10.82,1,55.5,7.9,238082
1165,1,28.0,8.24,0,47.2,7.0,188434
1689,4,48.9,2.98,1,57.7,9.6,312163
2206,6,27.5,11.81,1,41.7,5.0,304225
1438,4,24.5,8.69,0,34.0,8.3,201067
754,2,23.6,15.41,0,45.0,6.8,152708
1591,4,0.7,5.71,1,69.4,5.3,244535
1149,3,34.3,13.7,0,31.5,10.0,175108
1429,4,0.0,19.85,1,31.8,10.0,285820
1559,5,11.2,11.64,0,58.9,6.7,276963
747,2,20.3,14.71,0,43.8,7.7,144319
792,2,8.2,13.43,1,57.3,6.3,95244
1841,4,13.2,21.39,0,64.8,6.5,221149
1339,3,47.6,12.23,1,56.9,5.3,212873
400,1,36.6,14.2,1,40.5,5.1,70006
1992,5,9.7,9.78,1,69.2,9.8,306129
1736,5,13.0,5.35,1,61.1,6.9,278407
1243,3,0.8,2.75,1,50.4,7.1,253608
942,2,30.6,17.6,0,49.7,5.8,161419
2018,5,16.3,3.95,1,55.6,7.3,323625
1775,4,0.0,14.48,1,45.3,4.7,252733
2791,6,21.5,12.5,0,25.5,5.8,388508
1810,5,26.6,15.51,0,61.3,5.2,285328
1794,5,34.4,6.91,0,60.4,8.9,309939
1517,4,18.9,5.26,0,15.5,4.5,239131
2008,5,14.4,12.27,0,57.7,5.2,275342
1913,6,49.8,8.25,0,76.3,3.9,286703
2226,5,20.1,2.61,1,33.1,5.7,385405
1339,3,30.8,21.63,0,48.9,6.3,139234
1382,3,11.9,5.25,1,47.3,8.5,233923
1360,2,30.3,4.04,0,74.9,6.7,222240
1995,6,0.0,8.55,1,66.8,6.4,327027
2349,7,13.1,17.52,1,36.8,7.4,353455
1371,4,1.9,0.1,1,55.1,6.3,252476
1388,3,10.9,17.02,1,84.5,10.0,232789
1757,6,38.8,4.53,0,40.6,6.1,243064
1477,3,10.8,11.59,1,49.8,7.6,239791
2076,5,30.8,5.94,0,57.7,8.2,320584
474,2,42.8,21.95,1,40.8,6.1,56222
1187,3,19.6,10.75,1,76.4,7.2,171988
1209,5,34.9,5.75,1,42.9,6.2,196698
440,1,28.0,8.19,0,29.2,7.4,58658
1118,2,21.7,10.54,0,42.1,7.2,189924
1142,2,31.3,11.07,1,59.8,6.8,147137
1499,2,47.6,12.63,0,38.0,5.3,191879
2156,5,10.4,9.99,1,54.5,9.8,338242
1477,5,5.6,1.74,0,58.4,7.9,241379
1085,3,4.7,7.96,0,31.9,4.6,210370
1572,4,34.9,13.64,1,41.5,6.4,231442
2125,5,36.9,5.98,0,55.2,4.6,279263
1112,3,11.9,14.04,0,60.5,8.1,158701
1145,4,0.0,10.19,0,41.9,7.0,209010
1879,5,9.9,8.69,1,52.3,7.0,323785
1489,4,28.2,17.16,1,45.7,5.7,251333
1924,4,19.0,0.1,1,60.9,6.5,299558
1593,5,22.7,5.95,1,57.8,8.2,264288
1951,2,12.1,17.39,1,44.4,8.6,286031
1082,3,35.2,20.98,0,57.2,8.3,155389
1594,6,25.1,23.72,0,43.8,4.7,203907
1495,3,28.8,10.3,1,56.9,6.7,261420
992,2,22.4,12.75,0,57.1,7.4,148535
818,2,27.9,14.9,0,85.6,5.9,120860
1943,4,26.9,17.65,0,45.0,4.5,266720
1425,4,6.1,11.88,1,47.9,5.1,239350
1089,3,25.6,15.56,1,40.3,9.2,161058
1552,4,31.9,12.76,0,34.5,5.2,218970
2164,6,37.3,13.13,1,43.2,7.1,381330
460,1,26.2,4.49,1,60.0,6.8,134187
852,5,5.5,8.02,1,61.1,6.8,184411
1139,3,7.8,6.86,1,54.4,6.5,190176
2331,6,13.5,2.87,1,45.6,8.2,323648
1741,3,22.8,0.1,0,42.6,7.1,253414
1984,5,18.2,7.46,1,36.2,6.1,309049
1030,3,3.1,8.42,1,41.6,7.1,184202
1040,2,3.1,10.63,0,30.6,5.1,156162
1824,3,0.0,13.33,0,70.4,7.7,282924
1629,4,0.0,11.13,0,77.6,6.0,220176
1874,6,18.0,8.46,1,21.0,6.1,314371
1506,4,54.8,4.51,0,54.3,7.8,218317
1739,4,47.0,15.26,1,54.1,6.4,220693
1679,3,5.3,9.39,0,53.1,6.5,291801
1989,5,22.2,7.4,1,41.1,8.8,340452
2004,6,0.0,8.88,0,65.3,5.5,290072
790,1,0.3,5.6,0,56.2,7.7,154649
476,2,2.0,6.82,1,65.5,8.4,88000
2101,6,16.6,6.63,0,38.9,8.8,319574
2194,6,17.3,8.28,0,29.3,10.0,385830
1090,3,23.8,13.93,1,56.5,6.0,179254
670,2,29.9,12.44,0,35.6,5.7,107936
1650,5,14.9,19.28,0,65.8,8.2,272693
2065,6,20.5,17.27,0,18.1,8.4,331333
2499,5,3.6,21.74,1,43.0,5.8,350916
1858,3,0.0,13.35,0,40.8,7.7,300839
1414,3,0.0,13.26,1,45.0,10.0,204582
1153,3,29.7,7.08,0,53.9,7.2,162270
1606,4,14.9,14.96,1,55.9,8.4,253608
1450,4,0.0,6.06,0,59.6,9.4,265549
1092,4,19.1,1.18,0,61.3,10.0,199508
2624,7,1.3,19.16,0,47.4,7.4,344184
2493,6,44.9,2.5,1,81.6,8.9,328369
2168,6,11.3,12.63,1,70.8,5.8,327645
1140,2,30.2,4.72,1,45.3,7.0,173717
2028,5,36.3,16.76,0,47.9,6.3,255673
1920,5,5.7,17.58,0,45.0,4.2,245533
1821,2,21.1,13.18,0,55.4,4.6,237337
2225,7,28.3,17.48,0,35.4,7.6,363479
1918,5,21.7,10.04,0,38.2,7.7,296104
1970,4,25.4,23.41,1,17.5,5.4,306623
1918,6,0.1,14.48,0,44.0,9.3,304992
1770,4,28.3,4.6,0,66.0,5.3,265133
708,2,12.7,10.42,1,47.7,7.4,170919
1642,4,25.2,9.08,0,48.6,6.4,238472
1322,5,33.8,8.5,0,54.2,7.2,211219
960,2,30.0,0.1,1,35.0,8.3,170424
2441,6,25.2,12.32,1,50.4,8.1,384706
2464,7,29.6,1.69,1,63.4,8.1,413627
2280,6,30.3,0.1,1,54.6,7.9,372421
1728,4,42.4,7.94,0,64.7,5.1,228733
2275,7,19.5,5.46,1,69.0,8.7,333370
1606,6,22.5,4.83,1,59.9,5.4,265851
1701,5,34.0,0.1,0,39.3,6.8,265175
1053,3,12.6,4.89,1,44.8,6.5,196760
1798,5,0.0,8.96,0,79.0,7.5,287134
1630,5,27.4,6.2,1,54.7,6.3,301624
949,2,16.9,12.32,0,52.7,6.8,127067
1574,4,1.9,18.36,1,37.1,9.4,224602
1560,3,27.5,13.1,1,48.6,5.1,194061
2499,5,41.5,16.16,1,60.7,7.0,329728
2047,5,0.0,16.65,0,50.2,5.3,324320
1606,4,35.3,3.89,0,42.2,8.0,216840
1724,6,0.0,12.63,1,45.7,5.9,259292
1622,4,14.0,15.97,0,67.9,7.1,246360
1499,3,47.6,7.38,0,60.0,5.0,218478
1059,2,15.1,5.26,1,58.0,8.9,152478
1524,5,21.3,13.18,0,56.6,7.1,190276
1227,4,31.4,1.11,0,32.3,7.2,188622
975,2,0.0,3.47,0,54.1,8.2,194608
1856,4,21.1,6.0,1,66.0,5.1,281016
1796,5,21.0,12.7,0,46.1,6.1,246264
707,1,47.9,11.31,0,64.7,7.3,108895
1539,4,1.5,16.19,1,58.2,4.4,236726
2098,7,14.3,4.47,0,62.4,4.5,319890
2130,5,6.1,4.15,1,50.8,5.8,296017
2113,5,4.5,13.14,1,63.3,5.3,297665
1619,4,36.9,5.21,0,28.0,6.5,292114
1177,3,20.4,6.38,1,50.5,7.8,195900
1058,2,11.7,0.1,0,60.7,8.1,160393
1772,5,12.2,11.75,1,54.4,9.7,287845
1790,5,11.6,19.25,1,66.4,7.0,275475
2244,5,12.9,3.82,0,47.6,7.2,364480
2150,5,1.0,16.13,0,41.8,7.0,335166
1534,3,16.1,9.64,0,25.4,7.5,219334
978,2,14.6,0.1,1,45.9,7.6,217027
1440,3,8.6,4.63,0,57.8,8.4,255459
1709,3,22.3,4.26,0,61.4,8.4,247722
1499,5,23.6,8.1,1,29.0,7.8,255453
1311,4,11.7,12.52,1,67.6,9.3,243378
1726,5,17.8,21.09,1,35.4,7.0,291822
1348,4,52.4,1.41,1,48.2,6.1,175025
1286,4,51.8,7.09,0,41.5,6.3,189702
1756,4,4.2,4.62,0,56.3,6.8,275414
1399,4,6.3,2.39,0,51.4,5.4,214847
1722,4,4.1,10.57,1,60.2,6.1,256293
1737,5,35.9,10.01,1,77.7,5.3,281145
1030,3,14.0,0.1,1,56.0,7.5,210824
1359,3,23.6,10.11,1,41.3,7.5,271855
2319,5,50.0,2.77,0,56.9,4.3,300248
1019,3,19.8,10.07,1,79.2,6.0,168950
542,1,30.6,17.62,1,59.8,9.7,104681
669,1,27.8,12.78,1,64.2,7.9,133726
1615,4,11.2,11.07,0,26.1,7.7,289591
1615,5,35.9,6.83,0,55.8,6.0,243279
1541,6,7.3,10.4,0,46.0,7.4,233578
2207,5,40.1,13.38,0,39.8,7.0,289883
400,1,11.2,12.78,1,49.7,5.8,84769
1798,4,12.8,9.4,1,51.6,6.3,306990
2381,6,3.7,11.3,1,40.6,6.3,333705
1036,3,6.1,2.1,1,52.8,4.8,157520
1410,3,13.6,5.59,0,47.4,5.0,231184
1224,3,0.0,14.25,1,60.5,6.7,170514
1153,1,16.5,15.05,1,53.4,5.7,135693
1437,4,12.4,10.56,0,55.6,6.5,251182
2314,5,31.9,18.87,0,64.7,4.6,294715
2519,6,26.3,13.05,1,58.3,8.2,368764
1432,2,9.4,8.6,1,49.9,10.0,275536
2553,6,13.1,2.68,0,18.7,8.5,374800
1618,4,16.5,18.63,0,57.7,8.7,208636
2477,6,42.3,14.62,1,36.3,7.9,403077
1553,4,7.7,20.79,1,48.7,7.4,247702
1666,5,9.2,23.0,1,55.6,7.1,273368
1783,5,3.1,2.28,0,70.0,5.6,275033
3189,8,0.0,2.29,0,77.6,8.0,485274
2026,6,24.6,0.1,0,36.2,7.9,311064
1246,4,23.0,15.51,1,30.3,6.3,209901
2084,5,39.2,13.94,1,54.9,7.8,326439
1419,4,35.6,10.59,1,53.6,6.0,221005
1355,4,56.0,2.64,0,32.0,6.1,227478
2054,6,18.9,9.47,1,49.8,8.2,348405
1616,3,16.1,11.11,0,59.0,7.6,211773
1739,4,0.5,14.7,1,31.5,6.7,273704
1607,4,30.4,11.64,0,35.1,6.5,223279
1768,5,21.8,13.98,1,40.3,7.3,297233
1812,5,29.8,9.26,1,46.8,4.2,281165
632,2,2.9,17.09,1,60.4,5.9,116820
1933,6,25.3,13.79,0,45.1,5.1,305975
1109,4,23.1,2.88,1,50.8,7.0,157195
879,3,22.1,18.34,1,83.7,8.6,132056
1571,3,9.8,17.35,1,35.7,7.7,231105
1642,4,37.8,12.79,0,40.2,6.2,236562
1253,3,50.8,11.68,0,60.2,5.9,177897
2016,4,3.3,19.95,1,64.8,5.9,290277
929,2,30.8,0.2,0,56.2,10.0,134564
1397,5,0.0,17.45,1,77.1,7.1,243665
1308,4,30.0,7.14,1,54.8,7.3,220923
1577,6,0.0,16.57,0,20.4,3.8,210725
1739,4,12.1,10.72,0,51.5,5.2,245840
1096,5,0.3,2.54,1,41.4,6.9,235262
1962,5,16.8,7.02,1,70.8,6.3,345309
1632,4,32.6,16.13,0,64.5,7.2,199913
654,1,0.0,8.74,1,26.2,7.2,155796
621,2,14.6,6.27,0,70.3,7.9,90854
1594,4,12.3,6.23,0,64.1,4.2,202933
1490,3,43.7,13.85,1,45.1,5.3,175127
1548,5,26.5,20.5,0,48.8,6.9,238767
1586,5,2.3,0.1,1,70.9,6.0,279981
1713,5,12.9,26.8,0,20.4,6.5,238289
2074,5,43.3,11.22,1,56.7,7.2,313948
1044,3,30.7,13.48,1,66.4,5.9,159836
1014,2,6.2,7.38,1,48.7,7.3,184343
1053,3,16.0,9.98,1,59.7,7.8,177384
1744,6,16.5,11.16,0,51.5,7.1,250208
2222,6,11.9,3.71,0,38.2,8.1,397021
1384,5,0.0,5.17,1,37.9,3.7,276512
400,2,9.8,17.11,1,60.7,6.1,122660
748,2,40.8,0.69,0,40.5,8.3,120345
1183,4,14.3,12.65,1,27.1,5.7,184522
1321,5,18.5,7.78,1,51.8,5.5,214571
1396,5,22.1,4.24,1,42.3,6.8,272323
1619,5,53.3,21.83,1,32.0,7.0,230067
1444,4,20.1,4.27,1,51.1,6.2,226001
2125,5,36.4,3.22,0,61.5,9.8,333907
1262,4,11.0,8.88,1,50.3,7.4,204182
1169,4,16.1,5.39,1,34.0,5.6,174055
1839,5,20.2,10.04,1,57.2,4.8,281551
832,2,8.4,10.93,1,65.5,7.6,138465
1795,5,16.9,11.41,0,83.2,5.6,259172
1651,4,33.3,9.26,1,71.6,10.0,196829
1526,4,8.0,5.79,1,34.9,7.6,242600
2394,6,20.0,13.86,1,62.9,7.8,360004
1289,5,30.6,9.33,1,53.8,7.4,182480
2630,6,7.6,7.03,1,32.7,8.7,380307
1487,4,36.4,18.88,0,54.3,3.4,187448
961,2,21.1,9.27,1,78.8,5.2,164574
1635,5,17.5,16.55,1,67.9,8.6,239729
1062,4,0.0,17.36,1,34.8,9.3,198125
1224,4,14.4,17.73,0,50.2,5.1,173387
1799,5,25.6,14.15,1,57.4,4.3,222085
1878,5,46.2,10.0,0,24.1,7.3,303676
1289,3,28.5,9.62,0,24.6,7.7,196288
2094,6,36.9,8.54,0,52.3,7.2,305641
2179,6,1.9,0.1,0,52.5,6.9,361557
2318,6,18.1,14.31,1,22.4,4.2,303478
1865,5,38.3,11.47,1,55.8,6.4,299600
2282,6,6.7,14.95,0,66.3,6.7,361676
660,1,34.5,9.3,1,46.7,6.2,109575
1441,3,31.0,13.99,1,50.9,4.1,211328
1166,4,24.1,1.73,1,58.6,7.9,206424
1660,6,15.1,2.98,0,56.6,8.3,305394
1314,2,5.2,0.1,0,25.0,5.8,193912
1517,3,46.6,9.19,1,36.4,6.7,221772
2541,6,29.5,5.36,0,44.1,6.3,370339
1515,4,25.1,4.58,1,37.1,6.3,246843
1807,5,13.8,12.01,1,72.0,7.7,313557
1484,4,20.6,7.45,0,59.5,7.8,288234
1638,4,22.5,1.4,0,33.4,8.6,266602
1603,4,26.0,25.27,1,46.8,8.6,248166
1824,4,31.0,9.78,0,67.0,6.7,237883
2183,5,8.3,3.5,0,40.3,10.0,379446
2424,6,0.0,5.98,0,62.8,9.3,371005
1755,3,21.3,8.96,1,70.7,6.0,334920
1895,4,0.0,8.95,1,68.2,7.2,258483
1025,2,15.1,17.81,0,52.7,4.0,186393
1556,5,12.4,9.52,1,68.8,7.0,283257
2070,5,27.4,21.13,0,42.2,9.5,271358
2033,6,49.7,7.41,0,87.3,10.0,361535
1706,3,0.0,12.56,0,53.6,6.8,230016
2043,4,54.1,16.13,1,67.2,7.5,268731
1845,5,16.5,17.17,1,44.6,7.9,255998
2200,3,25.2,17.87,0,57.5,10.0,300769
1745,5,0.0,8.37,0,58.2,5.5,271490
1422,2,35.0,9.97,1,36.1,10.0,246273
1768,5,20.6,0.1,0,35.6,6.5,346082
400,1,19.1,8.82,1,46.9,5.2,67331
1791,5,0.0,16.55,0,66.6,6.5,200656
400,4,21.1,15.38,1,22.5,5.8,116899
738,1,32.7,9.48,1,44.6,7.6,110233
1826,5,16.5,20.19,0,69.6,4.5,293079
1839,3,37.6,7.7,1,31.5,7.2,271434
1019,3,37.0,5.7,0,68.8,8.0,142744
1244,3,10.4,7.19,0,33.1,9.2,190438
2285,6,43.9,3.27,0,36.3,8.0,359405
1358,3,20.7,13.73,0,47.8,9.1,203169
2721,7,20.7,11.73,1,78.1,6.1,436061
1599,3,21.5,13.66,0,40.4,7.6,227116
1804,6,21.0,7.51,0,24.0,3.7,309433
2408,6,0.0,9.65,1,29.0,6.8,348383
1666,3,17.2,0.1,0,64.0,7.6,215020
1099,4,0.0,12.26,1,29.7,7.7,230846
1545,4,44.4,10.59,0,67.8,4.6,192910
1582,5,43.8,3.4,1,51.0,6.4,245769
918,3,32.8,9.37,1,49.5,6.6,130301
1472,3,16.4,8.45,1,54.5,6.4,203869
1229,3,4.9,20.59,1,38.0,8.1,218394
2062,5,10.1,3.63,1,52.1,6.7,330419
1617,5,49.1,11.99,0,32.1,7.1,209429
1459,4,9.6,3.46,0,70.2,6.3,253124
1547,4,0.0,6.65,1,34.6,8.6,305091
1712,4,35.5,11.66,0,56.6,8.7,248131
1908,5,42.5,8.73,0,34.5,6.5,301278
1100,4,44.9,9.96,0,42.0,10.0,158693
1079,3,35.6,12.0,1,44.4,5.9,180968
2152,5,38.0,7.04,1,94.7,8.5,324564
1394,3,20.8,15.3,1,49.8,5.6,185948
892,2,0.0,8.17,0,37.7,8.2,215328
1822,3,20.4,9.41,1,43.3,8.0,285621
1832,4,29.3,12.17,1,27.4,5.5,255112
835,3,18.0,11.36,1,47.6,6.8,153331
1715,4,17.3,13.87,0,77.8,9.8,238311
1968,5,5.5,11.9,1,55.0,5.8,275922
1787,2,5.0,12.81,0,63.6,7.6,242326
1916,5,47.6,8.05,0,36.4,7.5,270007
898,2,48.1,3.59,0,46.9,6.9,114682
1766,4,20.0,1.43,1,53.1,4.4,304418
1449,4,24.2,0.1,0,39.1,8.2,225405
1359,3,5.3,20.58,1,56.0,7.0,185577
2035,3,29.6,0.1,1,59.2,8.7,284090
2340,7,46.4,17.16,0,58.1,7.3,296236
2497,6,0.0,5.07,0,47.7,7.1,411673
2257,5,27.0,17.12,1,66.4,7.6,332011
1545,3,28.1,0.1,1,46.1,5.5,260039
1776,3,27.9,8.59,0,44.8,9.3,290723
1983,5,44.6,18.72,0,71.6,6.4,252665
1661,5,50.5,14.28,0,33.4,6.5,269935
1665,4,16.5,7.98,1,24.5,8.9,266111
2012,4,30.1,0.1,1,37.0,7.4,289282
1570,4,21.3,2.07,0,55.8,6.6,255993
1235,3,10.5,18.33,0,69.3,7.6,186296
1393,4,24.1,7.91,0,40.1,7.9,228079
1917,5,30.1,9.57,1,77.2,6.8,313689
1601,2,23.3,11.7,1,50.4,8.4,243167
1770,5,6.8,2.18,0,48.3,5.1,288713
1935,4,13.0,12.44,0,37.3,7.4,321215
1413,2,13.2,7.48,1,79.3,8.2,230204
1978,5,7.4,11.76,1,47.7,7.9,329784
1789,5,24.7,6.53,1,30.0,3.6,238856
983,1,26.3,0.56,0,86.9,6.8,238963
2321,6,34.7,7.44,1,55.9,5.2,301512
1350,4,7.1,13.84,1,62.0,8.9,219670
772,2,11.3,12.36,1,75.2,6.4,118131
1077,2,43.3,10.19,0,59.2,8.8,208695
1089,2,17.5,15.39,0,64.6,5.2,131067
1626,5,20.5,8.78,0,50.8,7.6,268505
1463,2,17.4,10.34,0,61.0,7.0,194428
1432,4,37.0,7.12,1,49.5,10.0,217011
1910,5,37.6,15.74,1,49.7,8.8,303180
1770,4,36.7,11.75,1,51.8,8.7,251771
1758,3,20.4,6.66,1,44.0,10.0,291117
1805,4,6.9,1.07,0,57.6,7.4,304125
1908,5,48.9,16.63,1,57.5,6.9,317114
546,1,32.8,5.54,1,62.3,6.7,66900
1418,4,13.2,10.43,1,59.6,7.5,232314
510,1,41.4,24.12,0,80.0,2.8,23637
1618,4,12.0,14.81,0,65.8,7.0,238653
1598,5,41.2,19.67,0,46.9,7.3,289068
2123,4,42.2,6.77,0,56.8,6.8,289409
2194,6,6.2,16.43,1,71.2,4.7,261178
1701,6,28.7,10.16,1,35.8,6.8,273456
1350,5,31.7,12.2,0,80.2,4.7,189140
1843,5,59.2,22.13,1,38.4,9.7,258989
1336,3,8.9,8.33,1,63.5,6.6,200916
1599,3,41.5,10.12,1,50.1,3.9,184328
2093,5,20.3,4.58,1,49.2,6.7,381732
1321,4,1.4,15.33,1,30.5,8.3,242291
2003,4,18.2,6.64,0,63.6,7.3,290258
1939,5,20.0,16.14,1,30.7,5.6,343619
1123,5,4.1,0.1,0,28.4,6.0,194617
2087,5,24.7,13.29,1,67.4,6.6,322116
1949,4,34.4,6.14,1,76.8,6.3,253194
1651,3,23.6,14.38,0,40.0,5.1,242721
1219,4,11.9,9.92,1,65.0,6.9,181381
1170,3,17.8,6.79,1,61.9,5.0,199971
1331,4,19.9,7.68,0,48.6,8.4,269483
1871,4,23.3,4.9,0,70.0,8.6,286615
1122,3,36.6,15.03,0,47.5,5.5,97286
1819,4,24.1,3.71,0,57.8,5.9,269208
979,2,0.0,8.4,0,31.2,6.4,178498
1498,3,11.6,12.07,1,31.8,7.0,261631
1655,3,22.5,19.68,1,67.5,7.4,271822
2823,8,36.9,9.94,0,58.3,7.7,450608
911,2,39.5,8.54,0,47.9,7.7,134315
2336,6,46.6,11.64,0,78.6,9.3,317330
1675,4,22.0,0.1,0,78.5,7.1,231463
1806,4,31.4,2.81,1,56.6,5.0,258003
1659,4,0.0,7.75,0,28.2,4.6,268691
1822,5,26.4,5.72,1,48.3,9.5,270118
1523,3,3.9,0.4,1,37.5,7.8,244012
2327,5,19.1,15.15,0,51.3,7.3,345423
1372,4,65.4,11.56,0,36.0,7.7,175020
2166,6,24.6,10.84,1,32.1,7.2,347980
1278,5,7.0,5.84,1,16.1,7.6,227037
1570,4,26.1,10.48,1,52.5,6.4,249899
1064,3,12.2,13.09,0,15.5,8.6,165219
1828,5,5.6,8.41,0,45.2,6.2,237807
2323,5,51.5,12.67,1,60.4,5.6,340819
1561,3,36.0,5.22,1,39.2,4.5,211009
1502,3,25.2,10.58,0,33.7,6.6,213455
1043,2,14.1,16.85,1,49.0,8.9,156798
1485,4,15.3,17.39,0,37.6,6.3,232619
804,2,43.1,17.97,1,52.8,4.9,114035
1144,3,24.6,11.71,1,34.5,7.4,204685
1713,2,0.0,10.19,1,48.4,6.0,245015
